TOKEN,NE-COARSE-LIT,NE-COARSE-METO,NE-FINE-LIT,NE-FINE-METO,NE-FINE-COMP,NE-NESTED,NEL-LIT,NEL-METO,MISC
qui,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
en,O,_,O,_,_,O,_,_,_
croire,O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
partisans,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
de,O,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
paix,I-PER,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
n,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
importe,I-PER,_,O,_,_,O,_,_,_
quel,B-ORG,_,O,_,_,O,_,_,_
prix,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
de¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
vaient,B-HumanProd,_,O,_,_,O,_,_,_
détruire,B-ORG,_,O,_,_,O,_,_,_
Paris,I-ORG,_,O,_,_,O,Q90,_,_
dès,I-PER,_,O,_,_,O,_,_,_
le,O,_,O,_,_,O,_,_,_
lendemain,O,_,O,_,_,O,_,_,NoSpaceAfter
de,B-ORG,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
ouverture,I-LOC,_,O,_,_,O,_,_,_
des,O,_,O,_,_,O,_,_,_
hostilités,B-HumanProd,_,O,_,_,O,_,_,_
?,I-ORG,_,O,_,_,O,_,_,_
L,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Alle¬,I-PER,_,O,_,_,O,Q183,_,NoSpaceAfter|EndOfLine
magne,I-ORG,_,O,_,_,O,Q183,_,_
sait,O,_,O,_,_,O,_,_,_
mieux,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
Ouest,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
menacer,O,_,O,_,_,O,_,_,NoSpaceAfter
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
agir,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Ce,B-ORG,_,O,_,_,O,_,_,_
serait,O,_,O,_,_,O,_,_,_
certes,I-PER,_,O,_,_,O,_,_,_
une,I-PER,_,O,_,_,O,_,_,_
faute,B-HumanProd,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
l,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
imaginer,B-ORG,_,O,_,_,O,_,_,_
déjà,B-HumanProd,_,O,_,_,O,_,_,_
aux,I-PER,_,O,_,_,O,_,_,_
abois,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
mais,I-PER,_,O,_,_,O,_,_,_
ses,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
ressourcest,B-ORG,_,O,_,_,O,_,_,_
sont,O,_,O,_,_,O,_,_,_
loin,O,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
être,I-ORG,_,O,_,_,O,_,_,_
inépuisa¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
bles,I-LOC,_,O,_,_,O,_,_,NoSpaceAfter
.,B-HumanProd,_,O,_,_,O,_,_,_
Economiquement,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
elle,B-HumanProd,_,O,_,_,O,_,_,_
s,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
appauvrit,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
chaque,B-HumanProd,_,O,_,_,O,_,_,_
jour,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
car,I-PER,_,O,_,_,O,_,_,_
elle,I-PER,_,O,_,_,O,_,_,_
importe,I-PER,_,O,_,_,O,_,_,_
moins,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
—,O,_,O,_,_,O,_,_,_
Ça,O,_,O,_,_,O,_,_,_
y,I-PER,_,O,_,_,O,_,_,_
est,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,_
nous,O,_,O,_,_,O,_,_,_
dit,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
il,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
«,I-PER,_,O,_,_,O,_,_,_
Mais,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
toute,B-HumanProd,_,O,_,_,O,_,_,_
proche,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
une,I-PER,_,O,_,_,O,_,_,_
grande,O,_,O,_,_,O,_,_,NoSpaceAfter
lueur,B-ORG,_,O,_,_,O,_,_,_
s,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
élevait,I-PER,_,O,_,_,O,_,_,_
:,B-ORG,_,O,_,_,O,_,_,_
un,B-HumanProd,_,O,_,_,O,_,_,_
obus,I-PER,_,O,_,_,O,_,_,_
avait,O,_,O,_,_,O,_,_,_
at¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
teint,B-ORG,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
dépôt,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
munitions,O,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
ar¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tifices,O,_,O,_,_,O,_,_,_
qui,I-PER,_,O,_,_,O,_,_,_
flambait,O,_,O,_,_,O,_,_,_
:,O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
grenades,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
sautaient,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
les,I-ORG,_,O,_,_,O,_,_,_
fusées,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
-,O,_,O,_,_,O,_,_,NoSpaceAfter
signaux,B-ORG,_,O,_,_,O,_,_,_
par¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
taient,O,_,O,_,_,O,_,_,_
en,I-ORG,_,O,_,_,O,_,_,_
sifflant,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
toutes,I-PER,_,O,_,_,O,_,_,_
parts,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,NoSpaceAfter
et,I-PER,_,O,_,_,O,_,_,_
dèjà,I-PER,_,O,_,_,O,_,_,_
une,I-PER,_,O,_,_,O,_,_,_
grande,I-PER,_,O,_,_,O,_,_,_
flamme,I-PER,_,O,_,_,O,_,_,_
venait,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
lécher,O,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
brancard,B-HumanProd,_,O,_,_,O,_,_,_
dont,B-HumanProd,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
toile,O,_,O,_,_,O,_,_,_
me¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
naçait,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
prendre,I-PER,_,O,_,_,O,_,_,_
feu,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,_
On,B-ORG,_,O,_,_,O,_,_,_
se,O,_,O,_,_,O,_,_,_
préci¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
pita,O,_,O,_,_,O,_,_,_
vers,O,_,O,_,_,O,_,_,_
lui,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,_
Mais,B-HumanProd,_,O,_,_,O,_,_,_
tois,O,_,O,_,_,O,_,_,_
les,I-PER,_,O,_,_,O,_,_,_
témoins,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
de,I-PER,_,O,_,_,O,_,_,_
ce,I-LOC,_,O,_,_,O,_,_,_
drame,I-PER,_,O,_,_,O,_,_,_
s,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
arrêtèrent,B-HumanProd,_,O,_,_,O,_,_,_
soudain,O,_,O,_,_,O,_,_,NoSpaceAfter
pendant,I-PER,_,O,_,_,O,_,_,_
quelques,O,_,O,_,_,O,_,_,_
secondes,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
comme,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
figés,I-PER,_,O,_,_,O,_,_,_
au,I-PER,_,O,_,_,O,_,_,_
sol,I-PER,_,O,_,_,O,_,_,_
par,I-PER,_,O,_,_,O,_,_,_
un,O,_,O,_,_,O,_,_,_
respect,O,_,O,_,_,O,_,_,_
mysté¬,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
rieux,O,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Et,I-PER,_,O,_,_,O,_,_,_
il,O,_,O,_,_,O,_,_,_
ouvre,O,_,O,_,_,O,_,_,_
mystérieusement,O,_,O,_,_,O,_,_,_
son,I-PER,_,O,_,_,O,_,_,_
por¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tefeuille,O,_,O,_,_,O,_,_,_
dans,O,_,O,_,_,O,_,_,_
lequel,I-PER,_,O,_,_,O,_,_,_
on,I-PER,_,O,_,_,O,_,_,_
voyait,O,_,O,_,_,O,_,_,_
plié,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,I-LOC,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
cacheté,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
un,I-PER,_,O,_,_,O,_,_,_
papier,O,_,O,_,_,O,_,_,_
du,I-PER,_,O,_,_,O,_,_,_
genre,O,_,O,_,_,O,_,_,_
officiel,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
lemagne,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
»,I-PER,_,O,_,_,O,_,_,_
«,I-PER,_,O,_,_,O,_,_,_
Ils,O,_,O,_,_,O,_,_,_
ont,B-ORG,_,O,_,_,O,_,_,_
sur,O,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
cons¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
cience,B-ORG,_,O,_,_,O,_,_,_
tous,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
grands,I-PER,_,O,_,_,O,_,_,_
crimes,O,_,O,_,_,O,_,_,_
com¬,I-ORG,_,O,_,_,O,_,_,EndOfLine
De,O,_,O,_,_,O,_,_,_
confidence,I-PER,_,O,_,_,O,_,_,_
en,I-ORG,_,O,_,_,O,_,_,_
confidence,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
on,I-PER,_,O,_,_,O,_,_,_
arriva,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
à,I-PER,_,O,_,_,O,_,_,_
compredre,I-PER,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
il,B-ORG,_,O,_,_,O,_,_,_
s,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
agissait,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
un,I-PER,_,O,_,_,O,_,_,_
cer¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tificat,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
complaisance,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Voilà,I-PER,_,O,_,_,O,_,_,_
donc,O,_,O,_,_,O,_,_,_
no¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tre,O,_,O,_,_,O,_,_,_
bonhomne,O,_,O,_,_,O,_,_,_
parti,I-PER,_,O,_,_,O,_,_,_
avec,O,_,O,_,_,O,_,_,_
son,O,_,O,_,_,O,_,_,_
autorisa¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tion,I-LOC,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
séjour,O,_,O,_,_,O,_,_,_
dans,O,_,O,_,_,O,_,_,_
capitale,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,_
Et,B-ORG,_,O,_,_,O,_,_,_
amu¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
se,O,_,O,_,_,O,_,_,NoSpaceAfter
-,O,_,O,_,_,O,_,_,NoSpaceAfter
toi,I-PER,_,O,_,_,O,_,_,_
!,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
mis,B-HumanProd,_,O,_,_,O,_,_,_
contre,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
culture,I-PER,_,O,_,_,O,_,_,_
en,O,_,O,_,_,O,_,_,_
ces,I-PER,_,O,_,_,O,_,_,_
quatre,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
derniers,I-PER,_,O,_,_,O,_,_,_
siecles,I-ORG,_,O,_,_,O,_,_,_
»,O,_,O,_,_,O,_,_,_
(,O,_,O,_,_,O,_,_,NoSpaceAfter
p,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,_
158,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
),I-ORG,_,O,_,_,O,_,_,_
«,I-PER,_,O,_,_,O,_,_,_
On,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Le,I-PER,_,O,_,_,O,_,_,_
role,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
Goering,B-ORG,_,O,_,_,O,Q47906,_,_
sera,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
serrer,I-ORG,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
s,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
amoindrit,I-PER,_,O,_,_,O,_,_,_
par,O,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
fréquentation,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
des,I-ORG,_,O,_,_,O,_,_,_
Allemands,O,_,O,_,_,O,_,_,_
;,I-ORG,_,O,_,_,O,_,_,_
ils,B-ORG,_,O,_,_,O,_,_,_
placent,O,_,O,_,_,O,_,_,_
tout,O,_,O,_,_,O,_,_,_
sur,O,_,O,_,_,O,_,_,NoSpaceAfter
le,I-PER,_,O,_,_,O,_,_,_
même,I-PER,_,O,_,_,O,_,_,_
niveau,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,_
»,O,_,O,_,_,O,_,_,_
(,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
p,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
77,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
),B-ORG,_,O,_,_,O,_,_,_
«,I-ORG,_,O,_,_,O,_,_,_
Ils,O,_,O,_,_,O,_,_,NoSpaceAfter
n,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
ont,B-ORG,_,O,_,_,O,_,_,_
même,O,_,O,_,_,O,_,_,_
aucune,I-PER,_,O,_,_,O,_,_,_
idée,I-PER,_,O,_,_,O,_,_,_
à,I-ORG,_,O,_,_,O,_,_,_
quel,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
point,O,_,O,_,_,O,_,_,_
ils,O,_,O,_,_,O,_,_,_
sont,O,_,O,_,_,O,_,_,_
vulgaires,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
ceci,O,_,O,_,_,O,_,_,_
est,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
le,B-ORG,_,O,_,_,O,_,_,_
superlatif,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
la,B-ORG,_,O,_,_,O,_,_,_
vulgarité,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-HumanProd,_,O,_,_,O,_,_,_
»,O,_,O,_,_,O,_,_,NoSpaceAfter
vis,B-ORG,_,O,_,_,O,_,_,_
à,B-ORG,_,O,_,_,O,_,_,_
son,I-ORG,_,O,_,_,O,_,_,_
peuple,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
l,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
obliger,I-PER,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
éco¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
nomiser,I-PER,_,O,_,_,O,_,_,_
plus,I-PER,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,_
sur,O,_,O,_,_,O,_,_,_
tout,O,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
La,I-PER,_,O,_,_,O,_,_,_
consigne,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
est,B-ORG,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
tenir,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,_
Jusqu,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
à,I-PER,_,O,_,_,O,_,_,_
une,I-PER,_,O,_,_,O,_,_,_
victoire,B-ORG,_,O,_,_,O,_,_,_
com¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
plète,O,_,O,_,_,O,_,_,_
?,O,_,O,_,_,O,_,_,_
Les,O,_,O,_,_,O,_,_,_
dirigeants,O,_,O,_,_,O,_,_,_
nazis,I-PER,_,O,_,_,O,_,_,_
n,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
en,B-ORG,_,O,_,_,O,_,_,_
dési¬,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
rent,B-ORG,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
tant,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Ils,B-HumanProd,_,O,_,_,O,_,_,_
aspirent,B-HumanProd,_,O,_,_,O,_,_,_
moins,I-ORG,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,NoSpaceAfter
vaincre,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
Alliés,O,_,O,_,_,O,Q329888,_,_
qu,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
à,O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
convaincre,O,_,O,_,_,O,_,_,NoSpaceAfter
de,I-ORG,_,O,_,_,O,_,_,_
signer,I-PER,_,O,_,_,O,_,_,_
une,I-PER,_,O,_,_,O,_,_,_
paix,O,_,O,_,_,O,_,_,_
blanche,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Oui,I-ORG,_,O,_,_,O,_,_,_
mais,I-PER,_,O,_,_,O,_,_,_
au,I-PER,_,O,_,_,O,_,_,_
retour,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
au,I-PER,_,O,_,_,O,_,_,_
lieu,B-HumanProd,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-PER,_,O,_,_,O,_,_,NoSpaceAfter
un,I-LOC,_,O,_,_,O,_,_,_
ré¬,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
cit,O,_,O,_,_,O,_,_,_
enthousiaste,O,_,O,_,_,O,_,_,_
sur,I-ORG,_,O,_,_,O,_,_,_
la,B-ORG,_,O,_,_,O,_,_,_
visite,O,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
il,O,_,O,_,_,O,_,_,_
fallait,O,_,O,_,_,O,_,_,NoSpaceAfter
entendre,I-ORG,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
intéressé,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
—,I-PER,_,O,_,_,O,_,_,_
Tous,O,_,O,_,_,O,_,_,_
des,O,_,O,_,_,O,_,_,_
menteurs,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
là,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
-,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
bas,I-PER,_,O,_,_,O,_,_,_
!,B-ORG,_,O,_,_,O,_,_,_
Des,O,_,O,_,_,O,_,_,NoSpaceAfter
hypocrites,I-PER,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,_
des,I-PER,_,O,_,_,O,_,_,_
«,O,_,O,_,_,O,_,_,_
tordus,B-ORG,_,O,_,_,O,_,_,_
»,O,_,O,_,_,O,_,_,_
!,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
On,O,_,O,_,_,O,_,_,_
n,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
eut,I-PER,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
de,I-ORG,_,O,_,_,O,_,_,_
peine,O,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
lui,I-ORG,_,O,_,_,O,_,_,_
arracher,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
l,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
explication,O,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
sa,I-PER,_,O,_,_,O,_,_,_
colère,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Enfin,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,_
chère,B-ORG,_,O,_,_,O,_,_,_
marraine,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,_
voici,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
deux,I-PER,_,O,_,_,O,_,_,_
véritables,B-ORG,_,O,_,_,O,_,_,_
coups,B-HumanProd,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
massue,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
que,O,_,O,_,_,O,_,_,_
nous,I-ORG,_,O,_,_,O,_,_,_
avons,B-ORG,_,O,_,_,O,_,_,_
bien,I-PER,_,O,_,_,O,_,_,_
envie,I-LOC,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,NoSpaceAfter
transcrire,I-PER,_,O,_,_,O,_,_,_
sur,I-PER,_,O,_,_,O,_,_,_
nos,I-PER,_,O,_,_,O,_,_,_
pancartes,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,NoSpaceAfter
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
usage,B-HumanProd,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
nos,I-PER,_,O,_,_,O,_,_,_
voisins,O,_,O,_,_,O,_,_,_
d,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
en,I-ORG,_,O,_,_,O,_,_,_
face,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Goering,I-LOC,_,O,_,_,O,Q47906,_,_
et,I-PER,_,O,_,_,O,_,_,_
Ribbentrop,O,_,O,_,_,O,Q101886,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
on,I-PER,_,O,_,_,O,_,_,_
nous,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
représentait,O,_,O,_,_,O,_,_,_
hier,O,_,O,_,_,O,_,_,_
comme,I-PER,_,O,_,_,O,_,_,_
ennemis,I-PER,_,O,_,_,O,_,_,_
ju¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
rés,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
ont,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
au,I-PER,_,O,_,_,O,_,_,_
contraire,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
